start_height,end_height,length_qubic_run,total_orphans_on_run,max_consecutive_orphan_heights,start_ts,end_ts
3500139,3500140,2,1,1,2025-09-14 22:17:11,2025-09-14 22:20:23
3500141,3500145,5,3,3,2025-09-14 22:21:48,2025-09-14 22:33:18
3500157,3500158,2,1,1,2025-09-14 23:06:08,2025-09-14 23:06:48
3500170,3500171,2,1,1,2025-09-14 23:44:18,2025-09-14 23:47:32
3500172,3500173,2,1,1,2025-09-14 23:50:02,2025-09-14 23:50:58
3500176,3500179,4,1,1,2025-09-14 23:52:01,2025-09-15 00:04:01
3500196,3500197,2,1,1,2025-09-15 00:33:02,2025-09-15 00:33:49
3500198,3500199,2,1,1,2025-09-15 00:35:53,2025-09-15 00:39:34
3500201,3500202,2,1,1,2025-09-15 00:43:37,2025-09-15 00:46:10
3500214,3500216,3,2,2,2025-09-15 01:15:14,2025-09-15 01:17:39
3500239,3500240,2,1,1,2025-09-15 01:53:43,2025-09-15 01:55:12
3500264,3500265,2,1,1,2025-09-15 02:35:20,2025-09-15 02:39:39
3500266,3500269,4,2,2,2025-09-15 02:40:29,2025-09-15 02:47:26
3500283,3500284,2,1,1,2025-09-15 03:15:39,2025-09-15 03:20:33
3500285,3500286,2,1,1,2025-09-15 03:21:41,2025-09-15 03:23:46
3500301,3500302,2,1,1,2025-09-15 03:56:25,2025-09-15 03:56:30
3502204,3502208,5,4,4,2025-09-17 17:33:28,2025-09-17 17:38:14
3502254,3502255,2,1,1,2025-09-17 19:25:06,2025-09-17 19:26:01
3502260,3502261,2,1,1,2025-09-17 19:35:38,2025-09-17 19:35:56
3502280,3502281,2,1,1,2025-09-17 19:59:18,2025-09-17 19:59:49
3502335,3502338,4,1,1,2025-09-17 22:46:11,2025-09-17 22:53:50
3502385,3502386,2,1,1,2025-09-18 00:38:00,2025-09-18 00:39:51
3502401,3502402,2,1,1,2025-09-18 01:04:39,2025-09-18 01:05:01
3502426,3502427,2,1,1,2025-09-18 01:55:40,2025-09-18 01:56:05
3502746,3502747,2,1,1,2025-09-18 12:33:47,2025-09-18 12:35:07
3502749,3502749,1,1,1,2025-09-18 12:38:13,2025-09-18 12:38:13
3502751,3502752,2,1,1,2025-09-18 12:44:08,2025-09-18 12:45:00
3502758,3502759,2,1,1,2025-09-18 13:00:21,2025-09-18 13:02:54
3502765,3502767,3,2,2,2025-09-18 13:10:39,2025-09-18 13:15:47
3502768,3502770,3,1,1,2025-09-18 13:17:37,2025-09-18 13:19:34
3502774,3502775,2,1,1,2025-09-18 13:30:52,2025-09-18 13:31:39
3502781,3502783,3,1,1,2025-09-18 13:42:18,2025-09-18 13:44:50
3502790,3502791,2,1,1,2025-09-18 13:57:38,2025-09-18 14:04:10
3502798,3502799,2,1,1,2025-09-18 14:16:41,2025-09-18 14:17:03
3502808,3502812,5,3,3,2025-09-18 14:27:31,2025-09-18 14:35:41
3502823,3502824,2,1,1,2025-09-18 15:07:22,2025-09-18 15:10:23
3502831,3502832,2,2,1,2025-09-18 15:26:36,2025-09-18 15:27:44
3502835,3502836,2,1,1,2025-09-18 15:35:20,2025-09-18 15:35:55
3502837,3502838,2,1,1,2025-09-18 15:37:39,2025-09-18 15:39:57
3502845,3502846,2,1,1,2025-09-18 15:49:38,2025-09-18 15:50:39
3502854,3502856,3,2,2,2025-09-18 16:15:21,2025-09-18 16:21:26
3502860,3502861,2,1,1,2025-09-18 16:27:33,2025-09-18 16:31:58
3502869,3502870,2,1,1,2025-09-18 16:44:03,2025-09-18 16:44:27
3502871,3502884,14,10,10,2025-09-18 16:46:00,2025-09-18 17:29:20
3502887,3502888,2,1,1,2025-09-18 17:34:30,2025-09-18 17:36:44
3502892,3502893,2,1,1,2025-09-18 17:39:55,2025-09-18 17:40:52
3502895,3502896,2,1,1,2025-09-18 17:46:30,2025-09-18 17:49:22
3502902,3502903,2,1,1,2025-09-18 17:56:48,2025-09-18 17:58:59
3502908,3502909,2,1,1,2025-09-18 18:12:39,2025-09-18 18:18:58
3502914,3502916,3,1,1,2025-09-18 18:26:35,2025-09-18 18:31:31
3502918,3502919,2,1,1,2025-09-18 18:32:38,2025-09-18 18:36:44
3502924,3502925,2,1,1,2025-09-18 18:49:20,2025-09-18 18:51:06
3502937,3502941,5,4,4,2025-09-18 19:02:48,2025-09-18 19:11:51
3502942,3502943,2,1,1,2025-09-18 19:15:20,2025-09-18 19:18:26
3502945,3502946,2,1,1,2025-09-18 19:20:54,2025-09-18 19:22:37
3502951,3502952,2,1,1,2025-09-18 19:27:57,2025-09-18 19:28:04
3502961,3502962,2,1,1,2025-09-18 19:50:02,2025-09-18 19:55:38
3502964,3502965,2,1,1,2025-09-18 20:02:28,2025-09-18 20:07:06
3502968,3502969,2,2,2,2025-09-18 20:11:58,2025-09-18 20:15:42
3502971,3502972,2,1,1,2025-09-18 20:17:07,2025-09-18 20:21:14
3502981,3502982,2,1,1,2025-09-18 20:56:10,2025-09-18 20:57:37
3502992,3502993,2,1,1,2025-09-18 21:09:57,2025-09-18 21:12:50
3502999,3503000,2,1,1,2025-09-18 21:18:10,2025-09-18 21:18:15
3503003,3503004,2,1,1,2025-09-18 21:20:10,2025-09-18 21:20:27
3503006,3503007,2,1,1,2025-09-18 21:25:07,2025-09-18 21:28:18
3503023,3503026,4,3,3,2025-09-18 21:59:57,2025-09-18 22:02:24
3503035,3503036,2,1,1,2025-09-18 22:28:04,2025-09-18 22:33:53
3503038,3503039,2,1,1,2025-09-18 22:42:26,2025-09-18 22:45:18
3503050,3503051,2,1,1,2025-09-18 22:59:24,2025-09-18 23:01:56
3503052,3503054,3,1,1,2025-09-18 23:02:51,2025-09-18 23:10:28
3503055,3503056,2,1,1,2025-09-18 23:10:56,2025-09-18 23:19:05
3503067,3503068,2,1,1,2025-09-18 23:38:01,2025-09-18 23:38:21
3503072,3503078,7,5,5,2025-09-18 23:50:34,2025-09-18 23:55:13
3503085,3503088,4,2,2,2025-09-19 00:10:01,2025-09-19 00:16:28
3503089,3503091,3,2,2,2025-09-19 00:18:01,2025-09-19 00:23:12
3503092,3503093,2,1,1,2025-09-19 00:26:37,2025-09-19 00:32:14
3503116,3503117,2,1,1,2025-09-19 01:08:02,2025-09-19 01:09:50
3503126,3503128,3,1,1,2025-09-19 01:33:18,2025-09-19 01:43:59
3503129,3503130,2,1,1,2025-09-19 01:44:17,2025-09-19 01:45:53
3503146,3503150,5,3,3,2025-09-19 02:10:23,2025-09-19 02:16:56
3503151,3503153,3,2,2,2025-09-19 02:23:50,2025-09-19 02:27:22
3503170,3503171,2,1,1,2025-09-19 02:48:00,2025-09-19 02:48:42
3503181,3503182,2,1,1,2025-09-19 03:10:06,2025-09-19 03:12:56
3503184,3503185,2,1,1,2025-09-19 03:14:16,2025-09-19 03:19:03
3503218,3503220,3,1,1,2025-09-19 04:15:42,2025-09-19 04:17:19
3503222,3503223,2,1,1,2025-09-19 04:20:12,2025-09-19 04:21:10
3503234,3503235,2,1,1,2025-09-19 04:44:00,2025-09-19 04:44:26
3503243,3503244,2,1,1,2025-09-19 04:59:04,2025-09-19 04:59:11
3503250,3503251,2,1,1,2025-09-19 05:14:24,2025-09-19 05:14:59
3503264,3503265,2,1,1,2025-09-19 05:37:16,2025-09-19 05:38:13
3503267,3503268,2,1,1,2025-09-19 05:40:56,2025-09-19 05:43:05
3503269,3503270,2,1,1,2025-09-19 05:44:45,2025-09-19 05:46:09
3503275,3503276,2,1,1,2025-09-19 06:01:13,2025-09-19 06:02:44
3503280,3503285,6,4,4,2025-09-19 06:04:00,2025-09-19 06:17:00
3503292,3503296,5,3,3,2025-09-19 06:39:59,2025-09-19 06:53:27
3503303,3503304,2,1,1,2025-09-19 07:11:19,2025-09-19 07:12:07
3503331,3503332,2,1,1,2025-09-19 07:55:18,2025-09-19 07:56:16
3503337,3503338,2,1,1,2025-09-19 07:59:57,2025-09-19 08:03:55
3503522,3503523,2,1,1,2025-09-19 13:01:53,2025-09-19 13:02:29
3504329,3504329,1,1,1,2025-09-20 15:59:00,2025-09-20 15:59:00
3510824,3510827,4,1,1,2025-09-29 16:55:31,2025-09-29 17:07:13
3514418,3514418,1,1,1,2025-10-04 18:03:00,2025-10-04 18:03:00
3515286,3515287,2,1,1,2025-10-05 23:44:24,2025-10-05 23:48:00
3515294,3515296,3,2,2,2025-10-06 00:06:11,2025-10-06 00:08:33
3515323,3515324,2,1,1,2025-10-06 01:30:27,2025-10-06 01:31:47
3515353,3515354,2,1,1,2025-10-06 02:26:30,2025-10-06 02:27:31
3515415,3515416,2,1,1,2025-10-06 04:38:14,2025-10-06 04:42:54
3515442,3515443,2,1,1,2025-10-06 05:30:28,2025-10-06 05:34:51
3515464,3515465,2,1,1,2025-10-06 06:23:01,2025-10-06 06:27:20
3515467,3515468,2,1,1,2025-10-06 06:32:14,2025-10-06 06:33:55
3515484,3515485,2,1,1,2025-10-06 06:54:01,2025-10-06 06:55:13
3515486,3515487,2,1,1,2025-10-06 06:55:40,2025-10-06 06:57:13
3515500,3515501,2,1,1,2025-10-06 07:21:37,2025-10-06 07:21:50
3515530,3515531,2,1,1,2025-10-06 08:44:06,2025-10-06 08:46:45
3515542,3515544,3,1,1,2025-10-06 09:10:17,2025-10-06 09:13:05
3515584,3515585,2,1,1,2025-10-06 10:55:15,2025-10-06 10:59:47
3515595,3515596,2,1,1,2025-10-06 11:21:31,2025-10-06 11:22:12
3515610,3515611,2,2,1,2025-10-06 11:47:20,2025-10-06 11:49:13
3515638,3515639,2,1,1,2025-10-06 12:47:47,2025-10-06 12:49:01
3515643,3515644,2,1,1,2025-10-06 12:58:03,2025-10-06 13:01:44
3515664,3515665,2,1,1,2025-10-06 13:36:25,2025-10-06 13:37:38
3515675,3515678,4,1,1,2025-10-06 13:48:46,2025-10-06 13:54:02
3515680,3515681,2,1,1,2025-10-06 13:57:02,2025-10-06 13:57:41
3515706,3515707,2,1,1,2025-10-06 14:47:46,2025-10-06 14:49:52
3515719,3515720,2,1,1,2025-10-06 15:22:31,2025-10-06 15:22:36
3515726,3515727,2,1,1,2025-10-06 15:30:02,2025-10-06 15:35:19
3515747,3515748,2,1,1,2025-10-06 16:10:28,2025-10-06 16:18:20
3515758,3515759,2,1,1,2025-10-06 16:27:52,2025-10-06 16:29:49
3515763,3515764,2,1,1,2025-10-06 16:39:50,2025-10-06 16:43:06
3515787,3515788,2,1,1,2025-10-06 17:33:01,2025-10-06 17:33:57
3515801,3515802,2,1,1,2025-10-06 17:56:49,2025-10-06 17:58:18
3515814,3515815,2,1,1,2025-10-06 18:20:34,2025-10-06 18:30:07
3515816,3515817,2,1,1,2025-10-06 18:30:11,2025-10-06 18:31:38
3515823,3515824,2,1,1,2025-10-06 18:40:38,2025-10-06 18:45:45
3515847,3515848,2,1,1,2025-10-06 19:36:09,2025-10-06 19:38:15
3515851,3515852,2,1,1,2025-10-06 19:47:01,2025-10-06 19:51:46
3515863,3515864,2,1,1,2025-10-06 20:06:18,2025-10-06 20:06:59
3515865,3515866,2,1,1,2025-10-06 20:08:39,2025-10-06 20:09:50
3515901,3515903,3,2,2,2025-10-06 21:26:36,2025-10-06 21:32:20
3515920,3515921,2,1,1,2025-10-06 22:29:45,2025-10-06 22:31:22
3515931,3515932,2,1,1,2025-10-06 22:51:01,2025-10-06 22:54:31
3515933,3515934,2,1,1,2025-10-06 22:55:49,2025-10-06 22:57:52
3515935,3515936,2,1,1,2025-10-06 23:03:17,2025-10-06 23:03:59
3515938,3515939,2,1,1,2025-10-06 23:05:31,2025-10-06 23:06:23
3515946,3515952,7,5,5,2025-10-06 23:23:02,2025-10-06 23:35:12
3515966,3515967,2,1,1,2025-10-07 00:07:43,2025-10-07 00:08:13
3515977,3515978,2,1,1,2025-10-07 00:30:42,2025-10-07 00:31:20
3515993,3515994,2,1,1,2025-10-07 01:11:26,2025-10-07 01:11:40
3516011,3516012,2,1,1,2025-10-07 01:47:05,2025-10-07 01:52:48
3516019,3516025,7,5,5,2025-10-07 02:12:23,2025-10-07 02:26:35
3516031,3516032,2,1,1,2025-10-07 02:54:15,2025-10-07 02:54:31
3516037,3516038,2,1,1,2025-10-07 03:02:41,2025-10-07 03:04:56
3516046,3516047,2,1,1,2025-10-07 03:22:13,2025-10-07 03:22:31
3516050,3516051,2,1,1,2025-10-07 03:31:53,2025-10-07 03:34:01
3516056,3516059,4,3,3,2025-10-07 03:47:07,2025-10-07 03:51:18
3516068,3516069,2,1,1,2025-10-07 04:13:59,2025-10-07 04:18:18
3516083,3516087,5,3,3,2025-10-07 04:45:30,2025-10-07 04:58:55
3516091,3516093,3,2,2,2025-10-07 05:03:39,2025-10-07 05:05:23
3516100,3516101,2,1,1,2025-10-07 05:26:51,2025-10-07 05:27:06
3516108,3516109,2,1,1,2025-10-07 05:35:40,2025-10-07 05:37:02
3516110,3516111,2,1,1,2025-10-07 05:40:10,2025-10-07 05:44:22
3516120,3516121,2,1,1,2025-10-07 06:04:56,2025-10-07 06:05:32
3516122,3516123,2,1,1,2025-10-07 06:09:58,2025-10-07 06:11:27
3516126,3516129,4,3,3,2025-10-07 06:14:43,2025-10-07 06:18:38
3516153,3516154,2,1,1,2025-10-07 06:55:07,2025-10-07 06:56:49
3516157,3516158,2,1,1,2025-10-07 06:59:43,2025-10-07 07:05:46
3516173,3516174,2,1,1,2025-10-07 07:25:51,2025-10-07 07:27:15
3516187,3516188,2,1,1,2025-10-07 07:43:18,2025-10-07 07:44:13
3516189,3516190,2,1,1,2025-10-07 07:49:55,2025-10-07 07:52:52
3516191,3516192,2,1,1,2025-10-07 07:54:12,2025-10-07 07:59:03
3516202,3516203,2,1,1,2025-10-07 08:24:38,2025-10-07 08:26:01
3516205,3516211,7,5,5,2025-10-07 08:27:46,2025-10-07 08:37:25
3516215,3516217,3,1,1,2025-10-07 08:43:15,2025-10-07 08:48:23
3516223,3516224,2,1,1,2025-10-07 08:58:21,2025-10-07 09:01:00
3516225,3516226,2,1,1,2025-10-07 09:07:12,2025-10-07 09:09:59
3516239,3516240,2,1,1,2025-10-07 09:36:42,2025-10-07 09:38:24
3516246,3516247,2,1,1,2025-10-07 09:47:31,2025-10-07 09:50:29
3516252,3516253,2,1,1,2025-10-07 09:58:58,2025-10-07 09:59:50
3516263,3516264,2,1,1,2025-10-07 10:15:04,2025-10-07 10:15:08
3516311,3516312,2,1,1,2025-10-07 11:45:38,2025-10-07 11:48:22
3516315,3516316,2,1,1,2025-10-07 11:54:25,2025-10-07 11:59:04
3522892,3522892,1,1,1,2025-10-16 13:12:36,2025-10-16 13:12:36
3523641,3523641,1,1,1,2025-10-17 14:26:43,2025-10-17 14:26:43
3523876,3523877,2,1,1,2025-10-17 23:16:19,2025-10-17 23:18:35
